,Education,Marital_Status,Income,Children,Recency,Total_spent,Total_no_purchase,TotalAcceptedCmp,Complain,Response,Age,Labels
1871,3,1,76532.0,2,38,820,25,0,0,0,46,1
1872,3,1,42081.0,1,86,382,15,1,0,0,39,0
1873,2,1,67546.0,0,90,2126,20,0,0,0,33,1
1874,1,1,88420.0,0,87,2069,20,3,0,0,32,2
1875,3,1,31158.0,1,62,72,7,0,0,0,36,0
1876,3,0,61671.0,1,23,732,28,2,0,0,53,1
1877,3,0,69719.0,0,99,801,11,0,0,0,47,1
1878,3,0,49160.0,1,29,236,12,0,0,0,72,0
1879,0,1,24882.0,1,52,80,5,1,0,0,43,0
1880,2,0,90933.0,0,90,1685,15,1,0,0,67,1
1881,2,0,113734.0,0,9,277,27,0,0,0,76,1
1882,2,1,59292.0,1,71,507,18,0,0,0,71,1
1883,2,1,45759.0,2,13,68,7,0,0,0,57,0
1884,3,0,22148.0,0,16,49,5,0,0,0,38,0
1885,1,1,73395.0,0,94,397,15,0,0,0,34,1
1886,3,0,29819.0,1,77,39,9,0,0,0,50,0
1887,3,1,45688.0,1,20,306,14,1,0,0,53,0
1888,3,1,62820.0,0,51,976,14,0,0,0,67,1
1889,2,1,60491.0,1,81,1028,28,0,0,0,50,1
1890,3,1,33235.0,1,71,70,7,0,0,0,35,0
1891,3,1,35701.0,0,36,46,5,0,0,0,62,0
1892,1,1,31535.0,1,95,51,5,1,0,0,41,0
1893,1,1,92556.0,0,32,1263,21,0,0,0,61,1
1894,3,0,67384.0,1,32,1490,22,1,0,0,51,1
1895,1,1,80573.0,0,85,1564,24,0,0,0,50,1
1896,3,1,77870.0,1,93,1815,18,3,0,1,54,2
1897,2,0,52278.0,1,24,1198,31,0,0,0,58,1
1898,3,0,57107.0,1,44,416,23,3,0,1,53,2
1899,3,1,18929.0,0,15,85,6,0,0,0,31,0
1900,2,0,36038.0,1,82,47,8,0,0,0,40,0
1901,3,0,20180.0,0,27,137,8,0,0,0,45,0
1902,2,1,34230.0,2,72,21,4,0,0,0,56,0
1903,1,0,31878.0,1,7,70,6,0,0,0,44,0
1904,1,1,70932.0,1,57,909,22,0,0,0,49,1
1905,3,0,91249.0,0,84,1676,22,5,0,1,65,2
1906,1,0,77598.0,0,53,1735,26,1,0,0,78,1
1907,3,0,80982.0,2,48,1191,30,0,1,0,62,3
1908,1,1,22701.0,1,2,24,5,0,0,0,44,0
1909,2,1,55212.0,1,65,1182,20,2,0,0,52,1
1910,3,1,70617.0,0,45,1280,14,0,0,0,51,1
1911,3,0,64849.0,0,42,1336,19,1,0,1,64,2
1912,1,1,62694.0,2,29,749,24,0,0,0,56,1
1913,2,1,61917.0,2,83,91,7,0,0,0,47,0
1914,2,1,67472.0,1,93,414,15,0,0,0,74,1
1915,1,1,21059.0,1,40,44,9,0,0,0,39,0
1916,1,1,29543.0,2,47,63,8,0,0,0,53,0
1917,3,1,75903.0,1,50,901,23,0,0,0,70,1
1918,1,1,34984.0,2,40,38,6,0,0,0,46,0
1919,2,0,54998.0,1,3,455,20,1,0,1,65,2
1920,2,0,54356.0,1,62,775,24,1,0,1,72,2
1921,1,1,34242.0,1,25,15,4,0,0,0,62,0
1922,3,1,25410.0,1,48,38,6,0,0,0,48,0
1923,2,1,73356.0,0,56,1512,22,4,0,1,37,2
1924,3,1,28320.0,1,68,43,5,0,0,0,71,0
1925,3,0,23763.0,1,64,42,5,0,0,0,44,0
1926,3,1,72570.0,0,67,1089,23,0,0,0,37,1
1927,1,1,34529.0,1,94,162,9,0,0,0,45,0
1928,3,0,70792.0,0,82,1272,19,0,0,0,70,1
1929,3,1,63211.0,0,3,1173,20,1,0,1,39,2
1930,1,1,83891.0,1,24,816,22,0,0,0,47,1
1931,3,0,36065.0,2,54,74,9,0,0,0,53,0
1932,3,1,39898.0,1,20,134,9,0,0,0,67,0
1933,2,0,51141.0,0,96,157,9,0,0,0,81,0
1934,3,1,56939.0,1,19,561,18,0,0,0,45,1
1935,3,0,80872.0,0,60,1336,19,0,0,0,70,1
1936,2,1,72335.0,0,2,2092,23,1,0,1,45,2
1937,2,0,61798.0,0,13,463,16,0,0,0,57,1
1938,2,0,76842.0,0,37,1130,17,0,0,0,71,1
1939,3,1,29478.0,1,59,20,5,0,0,0,45,0
1940,3,0,46998.0,1,55,377,18,1,0,0,65,1
1941,3,0,96843.0,0,60,1544,28,2,0,1,31,2
1942,2,0,56551.0,2,48,138,10,0,0,0,71,0
1943,1,1,70053.0,1,38,1012,26,0,0,0,56,1
1944,2,0,71670.0,0,8,1766,15,4,0,1,59,2
1945,3,1,44359.0,2,19,45,9,0,0,0,43,0
1946,3,0,40887.0,2,32,161,10,1,0,1,69,2
1947,3,0,48877.0,1,27,144,8,0,0,0,55,0
1948,3,1,74485.0,0,58,1734,26,0,0,0,74,1
1949,3,1,64474.0,1,59,823,22,0,0,0,49,1
1950,3,1,77226.0,1,29,1138,28,0,0,0,58,1
1951,3,0,72643.0,0,60,1429,21,2,0,1,72,2
1952,1,1,85738.0,0,41,1371,21,2,0,0,43,1
1953,3,0,55686.0,1,27,982,16,1,0,0,55,1
1954,3,0,39062.0,1,28,44,5,1,0,0,38,0
1955,3,1,34600.0,2,8,318,17,1,0,1,50,2
1956,3,1,40794.0,1,18,434,16,0,0,0,46,0
1957,1,1,54690.0,2,76,198,12,0,0,0,50,0
1958,3,1,4428.0,1,0,359,25,0,0,0,52,0
1959,1,1,32632.0,0,32,576,18,0,0,0,58,1
1960,2,0,38236.0,2,2,88,11,0,0,0,53,0
1961,3,1,36781.0,1,16,63,6,1,0,1,42,2
1962,1,0,31385.0,1,56,27,4,2,0,1,37,2
1963,3,1,24570.0,1,97,193,11,0,0,0,37,0
1964,2,0,25509.0,1,15,101,9,1,0,1,47,2
1965,3,1,94642.0,0,35,2211,21,2,0,0,70,1
1966,1,1,58646.0,1,3,140,8,0,0,0,59,0
1967,3,0,53201.0,2,49,415,22,0,0,0,46,0
1968,3,1,21994.0,1,4,22,4,0,0,0,64,0
1969,3,1,57113.0,2,45,263,16,0,0,0,43,0
1970,3,1,51373.0,0,37,393,12,0,0,0,30,0
1971,3,1,23477.0,1,39,147,10,0,0,0,35,0
1972,3,1,58116.0,1,38,443,16,0,0,0,65,1
1973,2,0,72968.0,0,8,1958,19,2,0,1,58,2
1974,1,1,39791.0,1,89,174,10,0,0,0,50,0
1975,1,0,91712.0,0,47,2217,27,2,0,1,74,2
1976,3,0,94472.0,1,75,1691,16,2,0,0,63,1
1977,3,1,13672.0,2,86,25,6,0,0,0,61,0
1978,1,1,96547.0,0,4,809,21,4,0,1,41,2
1979,3,1,79205.0,0,73,895,16,2,0,1,46,2
1980,2,1,56559.0,1,46,484,18,0,0,0,46,1
1981,2,1,32644.0,1,38,413,18,1,0,0,48,0
1982,1,0,67506.0,1,73,331,12,0,0,0,41,0
1983,3,0,24206.0,1,66,25,5,0,0,0,51,0
1984,2,0,28420.0,1,36,13,4,0,0,0,54,0
1985,3,1,22979.0,1,29,115,10,1,0,1,51,2
1986,3,0,33279.0,0,29,16,4,0,0,0,55,0
1987,1,0,46423.0,2,6,92,9,0,0,0,49,0
1988,3,1,30368.0,1,97,52,7,0,0,0,44,0
1989,3,1,63684.0,1,61,1464,23,0,0,0,51,1
1990,3,0,41638.0,1,68,441,17,1,0,0,57,0
1991,2,0,68805.0,1,73,283,12,0,0,0,62,0
1992,2,1,65814.0,1,90,747,23,0,0,0,55,1
1993,3,0,71964.0,0,81,1870,17,0,0,0,63,1
1994,3,0,39146.0,1,1,165,11,0,0,0,35,0
1995,3,1,96876.0,0,79,1941,24,4,0,1,44,2
1996,0,1,34445.0,0,92,839,27,0,0,0,40,1
1997,3,0,68281.0,0,31,1655,25,1,0,1,63,2
1998,1,1,37284.0,2,46,23,4,0,0,0,46,0
1999,3,1,36790.0,0,14,66,6,1,0,1,38,2
2000,3,1,27943.0,2,89,37,8,0,0,0,54,0
2001,3,0,22263.0,2,31,21,6,0,1,0,70,3
2002,3,1,30261.0,3,75,22,4,0,0,0,49,0
2003,3,1,28587.0,1,42,78,9,0,0,0,43,0
2004,1,1,43815.0,1,53,79,6,0,0,0,39,0
2005,3,1,48195.0,2,53,265,17,0,0,0,65,0
2006,1,1,77027.0,1,23,1175,19,0,0,0,69,1
2007,2,1,71322.0,1,57,1305,28,0,0,0,56,1
2008,1,1,32765.0,1,49,46,8,0,0,0,42,0
2009,3,1,29672.0,2,6,25,4,0,0,0,56,0
2010,3,0,23272.0,0,29,46,5,0,0,0,68,0
2011,1,1,49912.0,1,5,874,26,2,0,1,72,2
2012,1,1,7500.0,1,98,100,10,0,0,0,36,0
2013,2,0,68117.0,1,80,930,25,2,0,1,74,2
2014,3,1,67225.0,1,4,868,23,0,0,0,66,1
2015,3,1,17649.0,1,70,45,9,0,0,0,45,0
2016,3,1,55914.0,1,32,1260,29,0,0,0,46,1
2017,3,1,40059.0,1,82,414,12,1,0,0,37,0
2018,3,1,60905.0,1,27,392,15,0,0,0,71,1
2019,3,1,75330.0,2,94,1109,29,0,0,0,44,1
2020,3,0,60689.0,1,23,639,22,0,0,0,70,1
2021,3,1,38680.0,1,97,79,6,0,0,0,37,0
2022,3,1,61416.0,0,25,1665,24,1,0,0,39,1
2023,3,0,49767.0,0,92,692,18,0,0,0,30,1
2024,3,0,83273.0,3,98,1392,29,0,0,0,51,1
2025,3,1,29009.0,1,19,44,7,0,0,0,40,0
2026,1,1,45057.0,1,80,50,6,0,0,0,42,0
2027,3,1,37150.0,1,80,467,21,0,0,0,50,1
2028,3,0,43020.0,1,79,223,12,0,0,0,51,0
2029,3,1,53154.0,1,50,158,9,0,0,0,62,0
2030,3,1,65308.0,0,60,1211,28,2,0,0,48,1
2031,3,0,76467.0,1,44,1575,14,1,0,1,51,2
2032,1,1,81044.0,0,0,1208,22,0,0,0,74,1
2033,3,1,32871.0,2,28,43,5,0,0,0,70,0
2034,3,0,55801.0,2,35,527,21,1,0,0,46,1
2035,3,0,76320.0,1,49,932,15,0,0,0,62,1
2036,1,0,36927.0,2,46,71,8,0,0,0,66,0
2037,3,1,48794.0,2,97,54,5,0,0,0,68,0
2038,3,0,23478.0,0,51,129,7,0,0,0,56,0
2039,3,0,71128.0,1,80,1615,27,0,0,0,48,1
2040,2,0,70179.0,1,10,1034,26,0,0,0,45,1
2041,3,1,59462.0,1,29,1088,25,0,0,0,71,1
2042,3,1,38361.0,1,74,137,10,0,0,0,52,0
2043,2,1,70038.0,0,54,1244,17,0,0,0,39,1
2044,3,1,42554.0,2,93,41,7,0,0,0,43,0
2045,3,1,67445.0,1,63,1174,32,0,0,0,47,1
2046,3,0,67046.0,1,92,993,15,0,0,0,70,1
2047,3,1,42192.0,0,40,100,7,0,0,0,73,0
2048,2,1,77610.0,1,70,1680,17,0,0,0,69,1
2049,3,1,31761.0,1,96,98,9,0,0,0,37,0
2050,3,1,34350.0,1,81,48,5,0,0,0,42,0
2051,3,1,54591.0,1,63,519,19,0,0,0,72,1
2052,3,1,71866.0,1,85,715,20,0,0,0,65,1
2053,3,1,25293.0,1,51,37,5,0,0,0,52,0
2054,2,0,42000.0,0,23,653,20,1,0,1,34,2
2055,3,1,69520.0,0,95,1455,21,0,0,0,38,1
2056,3,0,64713.0,1,11,602,19,1,0,1,51,2
2057,1,1,27889.0,1,42,26,5,0,0,0,44,0
2058,0,0,22123.0,0,77,102,7,0,0,0,61,0
2059,3,1,27803.0,1,40,176,9,0,0,0,48,0
2060,3,1,51651.0,1,32,433,17,0,0,0,61,1
2061,3,1,68487.0,0,48,1366,30,0,0,0,33,1
2062,3,1,56796.0,1,24,1001,27,0,0,0,52,1
2063,1,1,87000.0,0,61,961,18,0,0,0,29,1
2064,3,1,79823.0,1,6,1518,23,1,0,0,62,1
2065,3,0,30828.0,1,16,56,8,0,0,0,41,0
2066,1,1,34109.0,1,39,22,4,0,0,0,50,0
2067,1,0,53367.0,2,2,400,21,1,0,1,47,2
2068,0,1,22390.0,0,49,26,4,0,0,0,52,0
2069,3,1,71322.0,1,31,350,13,0,0,0,45,0
2070,3,0,79244.0,0,58,1216,22,3,0,1,28,2
2071,1,1,49912.0,1,5,874,26,2,0,1,72,2
2072,2,1,48699.0,2,90,40,5,0,0,0,71,0
2073,3,1,80144.0,0,47,1367,19,0,0,0,46,1
2074,3,0,54252.0,2,25,264,15,0,0,0,65,0
2075,1,1,81929.0,1,60,2053,20,3,0,1,45,2
2076,3,1,76068.0,1,67,1376,10,2,0,0,46,1
2077,1,1,53204.0,2,40,45,5,0,0,0,45,0
2078,2,1,67911.0,1,63,976,27,0,0,0,72,1
2079,1,1,14796.0,1,1,51,6,1,0,1,37,0
2080,2,1,78128.0,1,89,1264,20,2,0,0,47,1
2081,0,1,14188.0,0,40,75,7,0,0,0,49,0
2082,0,1,20425.0,1,5,57,7,0,0,0,35,0
2083,1,1,58646.0,1,3,140,8,0,0,0,59,0
2084,3,0,72967.0,1,1,497,19,2,0,1,51,2
2085,1,1,48150.0,1,24,266,13,0,0,0,72,0
2086,3,0,82332.0,0,89,2006,21,2,0,1,60,2
2087,3,0,58275.0,2,48,615,23,0,0,0,66,1
2088,2,1,44953.0,0,31,1021,24,1,0,0,40,1
2089,3,1,34587.0,2,68,22,6,0,0,0,68,0
2090,1,1,43018.0,1,46,133,7,0,0,0,47,0
2091,1,1,45736.0,1,92,437,19,0,0,0,67,1
2092,1,1,66476.0,1,80,1013,26,0,0,0,52,1
2093,1,1,27733.0,1,16,57,7,0,0,0,40,0
2094,2,1,69805.0,1,50,1038,27,0,0,0,69,1
2095,1,0,72217.0,0,93,1573,22,0,0,0,59,1
2096,3,0,25818.0,1,51,28,4,0,0,0,50,0
2097,1,1,37509.0,1,24,123,9,0,0,0,45,0
2098,1,1,25176.0,2,79,13,4,0,0,0,45,0
2099,3,1,43586.0,1,26,132,10,0,0,0,41,0
2100,1,1,53230.0,1,86,732,23,0,0,0,65,1
2101,3,1,50116.0,2,68,66,7,1,0,0,64,0
2102,3,1,84906.0,0,98,1631,24,3,0,0,49,1
2103,3,1,61286.0,1,34,608,18,0,0,0,55,1
2104,2,1,82333.0,0,60,1822,18,2,0,1,35,2
2105,2,1,65220.0,0,3,1282,23,1,0,1,56,2
2106,3,1,33590.0,3,65,8,4,0,0,0,47,0
2107,3,0,30992.0,1,83,43,5,0,0,0,45,0
2108,1,0,72309.0,0,64,1931,20,2,0,1,45,2
2109,2,1,156924.0,0,85,8,0,0,0,0,72,1
2110,0,1,16005.0,1,69,103,8,0,0,0,41,0
2111,1,0,65487.0,0,48,1169,17,0,0,0,64,1
2112,3,1,58692.0,1,21,395,15,0,0,0,56,1
2113,3,0,40590.0,2,30,258,15,1,0,0,52,0
2114,3,0,20587.0,1,39,25,5,0,0,0,51,0
2115,1,0,62637.0,1,76,185,10,0,0,0,67,0
2116,1,0,29435.0,2,11,180,11,1,0,1,55,2
2117,3,0,19346.0,1,26,22,5,0,0,0,47,0
2118,3,1,35788.0,2,34,44,7,0,0,0,50,0
2119,3,0,36997.0,2,72,94,12,0,0,0,53,0
2120,3,1,23539.0,0,13,81,7,0,0,0,64,0
2121,3,0,65333.0,1,58,798,28,2,0,0,48,1
2122,3,0,78499.0,0,12,1334,19,2,0,1,64,2
2123,2,1,29732.0,1,23,38,5,0,0,0,50,0
2124,1,1,41275.0,3,33,61,11,0,0,0,61,0
2125,2,1,63516.0,2,30,300,16,0,0,0,48,0
2126,2,1,42769.0,1,15,88,8,0,0,0,59,0
2127,1,1,49572.0,2,25,54,7,0,0,0,63,0
2128,3,1,69209.0,0,4,1782,16,1,0,0,49,1
2129,3,1,17148.0,1,80,68,11,0,0,0,45,0
2130,3,0,40590.0,2,30,258,15,1,0,0,52,0
2131,1,1,30560.0,1,6,31,5,0,0,0,45,0
2132,1,1,32146.0,1,16,66,8,0,0,0,38,0
2133,1,0,41713.0,2,57,174,13,0,0,0,57,0
2134,1,1,34176.0,1,9,28,5,0,0,0,46,0
2135,2,1,58482.0,1,59,731,22,1,0,0,66,1
2136,3,0,59686.0,1,78,274,12,0,0,0,56,0
2137,2,1,60896.0,1,90,1701,26,1,0,1,57,2
2138,3,1,62994.0,1,74,312,13,0,0,0,41,0
2139,3,1,47320.0,1,10,414,20,0,0,0,64,1
2140,1,0,74859.0,0,63,1565,23,1,0,0,72,1
2141,0,0,15253.0,1,13,29,6,0,0,0,29,0
2142,2,0,31560.0,1,98,94,8,0,0,0,47,0
2143,3,0,72071.0,1,4,1338,20,0,0,0,67,1
2144,1,0,91172.0,0,94,1092,14,5,0,1,31,2
2145,3,1,90000.0,0,91,1479,18,3,0,0,37,1
2146,3,0,41967.0,2,66,54,5,0,0,0,40,0
2147,3,0,69263.0,1,14,568,18,1,0,0,56,1
2148,1,0,65706.0,0,77,1199,27,4,0,1,51,2
2149,3,1,60934.0,1,41,873,23,0,0,0,46,1
2150,3,1,71965.0,1,21,1213,17,0,0,0,70,1
2151,3,1,65210.0,1,25,731,22,2,0,0,66,1
2152,2,1,79174.0,0,2,2043,19,3,0,1,46,2
2153,1,0,81380.0,0,51,1893,17,0,0,0,54,1
2154,2,0,48432.0,1,3,424,19,0,0,0,48,0
2155,3,1,52914.0,1,32,575,15,1,0,0,50,1
2156,3,1,38946.0,1,84,257,12,0,0,0,66,0
2157,3,1,26067.0,1,49,56,9,0,0,0,47,0
2158,2,1,44325.0,1,69,542,21,1,0,0,49,1
2159,3,1,42523.0,0,96,125,7,0,0,0,57,0
2160,0,0,26487.0,1,23,69,9,0,0,0,43,0
2161,1,1,53233.0,1,18,40,5,0,0,0,64,0
2162,3,1,67716.0,1,8,1016,28,1,0,0,61,1
2163,1,1,76234.0,1,21,907,23,1,0,0,49,1
2164,2,1,84117.0,0,60,1566,24,1,0,0,65,1
2165,1,1,65487.0,0,48,1169,17,0,0,0,64,1
2166,0,1,25224.0,1,36,46,7,0,0,0,49,0
2167,1,0,89616.0,0,36,1644,25,1,0,1,38,2
2168,3,0,40851.0,2,63,59,5,0,0,0,50,0
2169,3,1,27469.0,0,2,17,4,0,0,0,74,0
2170,1,1,82347.0,0,38,1853,25,3,0,1,64,2
2171,3,1,73803.0,1,61,1528,22,2,0,1,64,2
2172,1,0,8820.0,2,52,35,10,0,0,0,69,0
2173,3,0,43322.0,0,25,141,8,0,0,0,47,0
2174,3,1,55593.0,1,63,546,17,1,0,0,48,1
2175,3,1,50501.0,2,10,500,20,2,0,1,67,2
2176,3,1,37085.0,2,65,61,10,0,0,0,46,0
2177,0,0,16185.0,1,71,106,8,0,0,0,31,0
2178,3,0,57731.0,1,0,704,26,0,0,0,52,1
2179,2,0,48432.0,1,3,424,19,1,0,1,48,2
2180,3,1,73807.0,1,88,849,23,0,0,0,43,1
2181,3,1,18929.0,0,15,85,6,0,0,0,31,0
2182,3,0,35893.0,2,80,199,15,0,0,0,53,0
2183,3,1,61014.0,1,17,1147,20,0,0,0,41,1
2184,3,1,32144.0,2,76,54,10,1,0,0,67,0
2185,0,1,14918.0,1,52,43,5,0,0,0,58,0
2186,3,0,45146.0,2,28,53,6,0,0,0,58,0
2187,1,0,41769.0,1,31,521,22,0,0,0,66,1
2188,3,1,88325.0,0,42,1623,18,0,0,0,40,1
2189,1,0,38054.0,2,24,45,7,0,0,0,71,0
2190,1,0,80617.0,0,42,1435,19,0,0,0,26,1
2191,3,1,5305.0,1,12,32,1,0,0,0,45,0
2192,3,1,36807.0,2,88,16,4,0,0,0,67,0
2193,3,1,28427.0,1,67,52,7,0,0,0,38,0
2194,2,0,82032.0,0,54,1234,17,0,0,0,73,1
2195,3,1,22775.0,1,40,15,4,0,0,0,43,0
2196,1,1,40101.0,1,73,415,17,0,0,0,36,0
2197,3,1,58025.0,1,81,470,18,0,0,0,42,1
2198,1,0,75777.0,0,12,1438,21,3,0,1,39,2
2199,1,1,7500.0,1,7,53,11,0,0,0,42,0
2200,1,1,33562.0,3,33,51,9,0,0,0,58,0
2201,2,0,57642.0,1,24,679,22,1,0,0,51,1
2202,3,1,58554.0,2,55,586,22,0,0,0,53,1
2203,3,1,63777.0,2,87,653,26,0,0,0,42,1
2204,3,0,57967.0,1,39,468,19,0,0,0,59,1
2205,3,1,24434.0,2,9,50,7,0,0,0,49,0
2206,3,0,11012.0,1,82,84,9,1,0,0,37,0
2207,1,0,44802.0,0,71,1049,27,0,0,0,51,1
2208,3,0,26816.0,0,50,22,4,0,0,0,35,0
2209,3,1,666666.0,1,23,62,11,0,0,0,44,1
2210,3,1,34421.0,1,81,30,4,0,0,0,47,0
2211,3,1,61223.0,1,46,1341,18,0,0,0,54,1
2212,2,1,64014.0,3,56,444,22,1,0,0,75,1
2213,3,0,56981.0,0,91,1241,19,1,0,0,40,1
2214,1,1,69245.0,1,8,843,23,0,0,0,65,1
2215,2,1,52869.0,2,40,172,11,1,0,1,67,2
